,partner,total_charges
1374,Yes,39704.0
1375,No,305815.0
1376,Yes,61452.0
1377,No,1292.0
1378,Yes,11659.0
1379,No,4995.0
1380,Yes,1554.0
1381,No,490425.0
1382,Yes,164325.0
1383,Yes,74055.0
1384,Yes,321755.0
1385,Yes,48882.0
1386,Yes,244025.0
1387,Yes,62055.0
1388,No,2035.0
1389,Yes,684095.0
1390,Yes,30012.0
1391,No,62542.0
1392,No,3196.0
1393,No,193805.0
1394,Yes,2945.0
1395,No,583.0
1396,No,44285.0
1397,No,553.0
1398,No,54645.0
1399,No,7971.0
1400,No,76.0
1401,No,16738.0
1402,No,34345.0
1403,Yes,741225.0
1404,Yes,4039.0
1405,No,17085.0
1406,No,29486.0
1407,Yes,13084.0
1408,Yes,607875.0
1409,No,34182.0
1410,No,66038.0
1411,Yes,31669.0
1412,No,86575.0
1413,Yes,63731.0
1414,Yes,117705.0
1415,Yes,598575.0
1416,No,7325.0
1417,Yes,786905.0
1418,Yes,150405.0
1419,No,9367.0
1420,Yes,7414.0
1421,Yes,65852.0
1422,No,31224.0
1423,No,5045.0
1424,Yes,108825.0
1425,No,61535.0
1426,Yes,29082.0
1427,No,7399.0
1428,Yes,59385.0
1429,No,113275.0
1430,Yes,722745.0
1431,No,1936.0
1432,No,129135.0
1433,No,202355.0
1434,No,34965.0
1435,Yes,15395.0
1436,Yes,54588.0
1437,Yes,524445.0
1438,Yes,15455.0
1439,No,450715.0
1440,No,203195.0
1441,No,5005.0
1442,No,33245.0
1443,No,4739.0
1444,No,1068.0
1445,Yes,1526.0
1446,No,11994.0
1447,No,255505.0
1448,No,29792.0
1449,Yes,65485.0
1450,Yes,38344.0
1451,Yes,153475.0
1452,Yes,458615.0
1453,No,2055.0
1454,No,594105.0
1455,No,42415.0
1456,Yes,223495.0
1457,Yes,66675.0
1458,No,281.0
1459,No,5478.0
1460,Yes,746.0
1461,Yes,57115.0
1462,No,17566.0
1463,No,573145.0
1464,No,347555.0
1465,No,15685.0
1466,Yes,26832.0
1467,Yes,89675.0
1468,No,24073.0
1469,Yes,445665.0
1470,Yes,699895.0
1471,No,368.0
1472,Yes,65477.0
1473,No,43464.0
1474,No,2265.0
1475,No,130915.0
1476,Yes,47543.0
1477,No,123555.0
1478,Yes,35625.0
1479,Yes,721375.0
1480,No,208295.0
1481,No,10275.0
1482,No,59144.0
1483,No,5125.0
1484,Yes,128285.0
1485,Yes,473885.0
1486,No,1955.0
1487,No,17758.0
1488,No,79565.0
1489,Yes,145.0
1490,Yes,49934.0
1491,No,6145.0
1492,Yes,401855.0
1493,No,114665.0
1494,Yes,60814.0
1495,No,147885.0
1496,No,24365.0
1497,Yes,263395.0
1498,No,473535.0
1499,No,124775.0
1500,No,747.0
1501,Yes,37945.0
1502,No,10087.0
1503,Yes,213055.0
1504,No,131355.0
1505,Yes,572715.0
1506,Yes,13729.0
1507,Yes,12039.0
1508,No,258.0
1509,No,12151.0
1510,No,287705.0
1511,Yes,15797.0
1512,Yes,551495.0
1513,No,961.0
1514,No,724.0
1515,Yes,2466.0
1516,Yes,5525.0
1517,No,24433.0
1518,No,19705.0
1519,No,3354.0
1520,No,700295.0
1521,Yes,15895.0
1522,No,29315.0
1523,Yes,149375.0
1524,No,10934.0
1525,Yes,105785.0
1526,Yes,19005.0
1527,Yes,88255.0
1528,No,3004.0
1529,No,102595.0
1530,Yes,143695.0
1531,Yes,475.0
1532,Yes,538815.0
1533,Yes,573015.0
1534,No,81955.0
1535,Yes,2171.0
1536,Yes,489635.0
1537,No,14341.0
1538,No,9371.0
1539,Yes,33015.0
1540,Yes,14749.0
1541,No,65365.0
1542,No,11281.0
1543,Yes,687375.0
1544,Yes,219905.0
1545,No,4585.0
1546,Yes,4571.0
1547,No,5665.0
1548,Yes,24716.0
1549,Yes,31073.0
1550,No,5183.0
1551,Yes,576975.0
1552,No,917.0
1553,No,8323.0
1554,No,155565.0
1555,No,453.0
1556,No,17906.0
1557,No,7495.0
1558,No,26165.0
1559,No,89835.0
1560,No,45095.0
1561,Yes,548025.0
1562,Yes,65315.0
1563,No,118305.0
1564,Yes,63945.0
1565,Yes,47875.0
1566,No,2005.0
1567,No,1271.0
1568,Yes,439145.0
1569,No,2706.0
1570,No,67105.0
1571,Yes,39759.0
1572,Yes,170495.0
1573,No,41595.0
1574,Yes,9502.0
1575,Yes,149705.0
1576,No,78015.0
1577,Yes,351215.0
1578,Yes,27325.0
1579,No,35179.0
1580,Yes,33759.0
1581,Yes,750855.0
1582,Yes,124505.0
1583,No,534795.0
1584,No,49365.0
1585,Yes,126385.0
1586,No,38555.0
1587,Yes,3384.0
1588,Yes,842.0
1589,No,16387.0
1590,No,1654.0
1591,Yes,12025.0
1592,Yes,447345.0
1593,Yes,52055.0
1594,Yes,571785.0
1595,No,888.0
1596,Yes,43125.0
1597,No,275535.0
1598,No,99455.0
1599,Yes,651125.0
1600,No,121865.0
1601,Yes,74477.0
1602,Yes,116935.0
1603,No,2795.0
1604,Yes,572035.0
1605,Yes,312145.0
1606,Yes,64686.0
1607,Yes,59188.0
1608,No,6756.0
1609,Yes,35217.0
1610,Yes,9231.0
1611,Yes,111035.0
1612,No,161165.0
1613,No,22936.0
1614,No,555325.0
1615,Yes,4475.0
1616,No,30291.0
1617,Yes,323105.0
1618,No,512945.0
1619,Yes,550835.0
1620,Yes,6559.0
1621,No,11912.0
1622,No,8664.0
1623,Yes,26272.0
1624,Yes,474145.0
1625,Yes,40092.0
1626,Yes,146345.0
1627,No,50828.0
1628,No,438.0
1629,Yes,37076.0
1630,No,22045.0
1631,No,11337.0
1632,No,198315.0
1633,Yes,574675.0
1634,No,7706.0
1635,Yes,13405.0
1636,Yes,62301.0
1637,Yes,57305.0
1638,Yes,34193.0
1639,No,358725.0
1640,No,354135.0
1641,Yes,38013.0
1642,Yes,8685.0
1643,Yes,48591.0
1644,No,143935.0
1645,No,858.0
1646,No,791.0
1647,Yes,59275.0
1648,Yes,118595.0
1649,Yes,188.0
1650,Yes,1345.0
1651,No,49212.0
1652,No,90125.0
1653,Yes,53418.0
1654,Yes,485995.0
1655,Yes,11392.0
1656,Yes,708245.0
1657,No,3246.0
1658,Yes,481275.0
1659,No,43995.0
1660,No,66355.0
1661,No,17465.0
1662,No,3217.0
1663,No,51255.0
1664,No,5489.0
1665,No,5015.0
1666,Yes,70313.0
1667,Yes,501665.0
1668,Yes,459495.0
1669,Yes,61145.0
1670,No,238415.0
1671,No,31985.0
1672,Yes,1533.0
1673,Yes,70356.0
1674,No,3442.0
1675,Yes,143165.0
1676,Yes,18492.0
1677,Yes,60831.0
1678,Yes,42665.0
1679,No,165535.0
1680,Yes,19439.0
1681,Yes,161615.0
1682,Yes,31495.0
1683,No,80485.0
1684,Yes,4657.0
1685,Yes,666905.0
1686,Yes,116175.0
1687,Yes,94775.0
1688,Yes,837505.0
1689,No,347.0
1690,Yes,3770.0
1691,No,2648.0
1692,Yes,470785.0
1693,Yes,61524.0
1694,No,9581.0
1695,No,943.0
1696,Yes,661515.0
1697,Yes,220025.0
1698,No,4251.0
1699,No,9975.0
1700,Yes,50448.0
1701,No,674355.0
1702,No,1964.0
1703,No,2997.0
1704,No,20939.0
1705,No,41775.0
1706,Yes,17254.0
1707,No,16202.0
1708,Yes,316955.0
1709,No,523325.0
1710,Yes,96785.0
1711,No,43805.0
1712,Yes,14219.0
1713,No,32315.0
1714,No,3186.0
1715,No,1637.0
1716,No,63965.0
1717,No,29285.0
1718,Yes,10035.0
1719,Yes,2732.0
1720,No,160815.0
1721,Yes,144195.0
1722,No,216815.0
1723,No,36187.0
1724,Yes,569265.0
1725,No,5985.0
1726,No,696.0
1727,Yes,59693.0
1728,No,1905.0
1729,No,4188.0
1730,Yes,810055.0
1731,No,195.0
1732,Yes,31345.0
1733,Yes,613095.0
1734,No,699.0
1735,Yes,7453.0
1736,No,12121.0
1737,No,18375.0
1738,Yes,15835.0
1739,Yes,416205.0
1740,Yes,11199.0
1741,No,801355.0
1742,Yes,26485.0
1743,Yes,11024.0
1744,No,5832.0
1745,No,43045.0
1746,No,11784.0
1747,Yes,142175.0
1748,Yes,68275.0
1749,No,469805.0
1750,No,6545.0
1751,No,326805.0
1752,Yes,436205.0
1753,No,13869.0
1754,No,4154.0
1755,Yes,26141.0
1756,No,15136.0
1757,Yes,31616.0
1758,No,8095.0
1759,Yes,46767.0
1760,Yes,652665.0
1761,Yes,5833.0
1762,Yes,80781.0
1763,No,35035.0
1764,Yes,666945.0
1765,No,46895.0
1766,No,120115.0
1767,No,14365.0
1768,Yes,129265.0
1769,Yes,4875.0
1770,No,71082.0
1771,Yes,180255.0
1772,No,150515.0
1773,Yes,18591.0
1774,No,1685.0
1775,No,39085.0
1776,Yes,633945.0
1777,No,16524.0
1778,No,7165.0
1779,No,775.0
1780,Yes,639285.0
1781,No,32645.0
1782,Yes,459915.0
1783,Yes,113425.0
1784,Yes,162135.0
1785,No,9473.0
1786,Yes,27222.0
1787,Yes,30583.0
1788,Yes,17696.0
1789,Yes,629375.0
1790,Yes,176105.0
1791,Yes,164275.0
1792,No,5785.0
1793,No,9549.0
1794,No,97325.0
1795,No,4385.0
1796,No,14904.0
1797,Yes,280.0
1798,No,190125.0
1799,Yes,7164.0
1800,Yes,4720.0
1801,Yes,93095.0
1802,No,7635.0
1803,No,167695.0
1804,Yes,264205.0
1805,Yes,677085.0
1806,No,18353.0
1807,Yes,158825.0
1808,No,755.0
1809,Yes,25835.0
1810,Yes,150225.0
1811,No,192.0
1812,Yes,69294.0
1813,Yes,44533.0
1814,Yes,32444.0
1815,Yes,32345.0
1816,Yes,26611.0
1817,No,26974.0
1818,No,14245.0
1819,Yes,140115.0
1820,No,17396.0
1821,Yes,5931.0
1822,Yes,233385.0
1823,No,94985.0
1824,No,57245.0
1825,No,6968.0
1826,Yes,13818.0
1827,Yes,257295.0
1828,No,4795.0
1829,No,451.0
1830,Yes,45.0
1831,No,212245.0
1832,No,2005.0
1833,No,49318.0
1834,No,11695.0
1835,Yes,693795.0
1836,Yes,12617.0
1837,No,32738.0
1838,Yes,141585.0
1839,Yes,39582.0
1840,No,249225.0
1841,No,2792.0
1842,Yes,1083.0
1843,No,7555.0
1844,No,4026.0
1845,Yes,3252.0
1846,Yes,6875.0
1847,No,462.0
1848,No,4515.0
1849,No,433.0
1850,Yes,93685.0
1851,No,225065.0
1852,Yes,38571.0
1853,Yes,14411.0
1854,No,43386.0
1855,Yes,137845.0
1856,No,4595.0
1857,No,25663.0
1858,Yes,171.0
1859,Yes,15974.0
1860,No,474435.0
1861,Yes,67216.0
1862,No,24725.0
1863,No,4405.0
1864,Yes,173465.0
1865,No,4555.0
1866,Yes,453935.0
1867,Yes,80425.0
1868,Yes,501115.0
1869,Yes,35745.0
1870,Yes,80864.0
1871,Yes,4563.0
1872,No,636235.0
1873,No,671.0
1874,No,7005.0
1875,No,16545.0
1876,No,115655.0
1877,Yes,183415.0
1878,Yes,365335.0
1879,No,147765.0
1880,Yes,170645.0
1881,Yes,39537.0
1882,No,11943.0
1883,No,132785.0
1884,No,4197.0
1885,Yes,21.0
1886,No,451.0
1887,No,20735.0
1888,No,10837.0
1889,Yes,200785.0
1890,No,588275.0
1891,No,265755.0
1892,Yes,15275.0
1893,No,3784.0
1894,No,16122.0
1895,Yes,7665.0
1896,No,2607.0
1897,Yes,644185.0
1898,No,2668.0
1899,No,51246.0
1900,No,96225.0
1901,No,13829.0
1902,No,57105.0
1903,No,139935.0
1904,Yes,150.0
1905,Yes,1672.0
1906,Yes,76574.0
1907,Yes,86505.0
1908,No,615385.0
1909,No,1742.0
1910,No,12696.0
1911,No,386255.0
1912,Yes,63524.0
1913,No,13485.0
1914,No,509.0
1915,Yes,47155.0
1916,Yes,593175.0
1917,Yes,140465.0
1918,Yes,7261.0
1919,Yes,19616.0
1920,Yes,419485.0
1921,Yes,487245.0
1922,Yes,511895.0
1923,Yes,65895.0
1924,Yes,8105.0
1925,No,7695.0
1926,Yes,580975.0
1927,No,202.0
1928,No,4159.0
1929,No,2465.0
1930,No,99695.0
1931,Yes,314515.0
1932,Yes,2653.0
1933,No,209.0
1934,No,2105.0
1935,No,45763.0
1936,No,1891.0
1937,No,90815.0
1938,No,498.0
1939,No,2152.0
1940,Yes,150095.0
1941,Yes,509915.0
1942,No,638595.0
1943,No,15945.0
1944,Yes,688575.0
1945,Yes,594085.0
1946,Yes,66885.0
1947,Yes,19162.0
1948,No,7535.0
1949,No,7545.0
1950,Yes,461395.0
1951,No,726125.0
1952,Yes,24598.0
1953,No,20488.0
1954,Yes,16355.0
1955,Yes,28887.0
1956,No,24216.0
1957,No,229275.0
1958,No,5534.0
1959,No,34657.0
1960,No,12104.0
1961,No,12913.0
1962,No,535645.0
1963,No,52008.0
1964,No,323705.0
1965,Yes,57665.0
1966,No,43375.0
1967,Yes,18684.0
1968,Yes,572855.0
1969,Yes,8257.0
1970,No,3904.0
1971,No,9355.0
1972,No,284515.0
1973,No,38944.0
1974,Yes,8864.0
1975,No,102155.0
1976,Yes,58854.0
1977,No,2684.0
1978,Yes,220435.0
1979,Yes,1259.0
1980,Yes,3091.0
1981,Yes,639805.0
1982,Yes,225775.0
1983,Yes,628725.0
1984,Yes,166205.0
1985,No,135015.0
1986,Yes,360065.0
1987,No,132915.0
1988,Yes,457.0
1989,No,4225.0
1990,No,6995.0
1991,Yes,462765.0
1992,Yes,67179.0
1993,Yes,971.0
1994,No,171045.0
1995,No,6374.0
1996,No,11795.0
1997,No,246055.0
1998,No,546465.0
1999,No,216505.0
2000,Yes,49418.0
2001,No,22315.0
2002,No,1811.0
2003,No,34145.0
2004,Yes,573185.0
2005,No,35775.0
2006,Yes,46161.0
2007,Yes,45337.0
2008,No,58925.0
2009,Yes,7501.0
2010,Yes,141025.0
2011,No,83085.0
2012,Yes,7435.0
2013,No,453.0
2014,Yes,704085.0
2015,Yes,386545.0
2016,Yes,682565.0
2017,No,13401.0
2018,Yes,37165.0
2019,No,1184.0
2020,Yes,84777.0
2021,No,738285.0
2022,Yes,45685.0
2023,No,3316.0
2024,Yes,605615.0
2025,No,1346.0
2026,Yes,1255.0
2027,Yes,13906.0
2028,No,202.0
2029,Yes,25113.0
2030,No,273705.0
2031,Yes,743.0
2032,No,706.0
2033,Yes,23618.0
2034,No,173035.0
2035,Yes,6404.0
2036,No,16535.0
2037,No,18676.0
2038,No,10433.0
2039,No,1286.0
2040,No,745545.0
2041,No,247.0
2042,No,20615.0
2043,No,20303.0
2044,Yes,58694.0
2045,Yes,33778.0
2046,Yes,13462.0
2047,No,494605.0
2048,Yes,4065.0
2049,No,10655.0
2050,No,49647.0
2051,No,408575.0
2052,Yes,174275.0
2053,No,62248.0
2054,Yes,341525.0
2055,Yes,632525.0
2056,Yes,34025.0
2057,No,16836.0
2058,Yes,39663.0
2059,Yes,6085.0
2060,No,28966.0
2061,Yes,151485.0
2062,Yes,679245.0
2063,No,46692.0
2064,No,956.0
2065,No,29343.0
2066,Yes,63028.0
2067,No,7792.0
2068,No,28375.0
2069,No,46007.0
2070,No,5594.0
2071,No,77285.0
2072,No,7135.0
2073,Yes,8578.0
2074,Yes,755405.0
2075,Yes,598165.0
2076,Yes,17029.0
2077,No,46715.0
2078,No,2015.0
2079,No,6975.0
2080,Yes,2931.0
2081,Yes,140085.0
2082,No,13785.0
2083,No,19415.0
2084,No,193275.0
2085,Yes,142305.0
2086,No,97085.0
2087,Yes,58109.0
2088,No,2239.0
2089,No,3917.0
2090,No,7995.0
2091,No,193.0
2092,No,81165.0
2093,No,17475.0
2094,Yes,312685.0
2095,Yes,684145.0
2096,Yes,37546.0
2097,No,140665.0
2098,Yes,8347.0
2099,Yes,6274.0
2100,No,242.0
2101,Yes,3157.0
2102,Yes,3092.0
2103,No,21689.0
2104,No,98035.0
2105,No,6595.0
2106,Yes,7119.0
2107,No,19528.0
2108,Yes,436885.0
2109,No,26471.0
2110,No,84776.0
2111,No,5435.0
2112,Yes,4528.0
2113,Yes,179065.0
2114,Yes,8456.0
2115,Yes,12103.0
2116,No,2045.0
2117,No,85445.0
2118,No,24291.0
2119,Yes,1004.0
2120,Yes,522945.0
2121,No,4445.0
2122,Yes,171645.0
2123,Yes,302355.0
2124,No,753.0
2125,No,48376.0
2126,Yes,20323.0
2127,Yes,4369.0
2128,No,7055.0
2129,No,2015.0
2130,No,589395.0
2131,No,143005.0
2132,Yes,313.0
2133,Yes,387185.0
2134,No,4581.0
2135,Yes,27457.0
2136,Yes,34135.0
2137,No,13368.0
2138,Yes,218175.0
2139,No,14775.0
2140,No,81845.0
2141,No,713345.0
2142,No,3488.0
2143,No,1286.0
2144,No,46744.0
2145,No,173745.0
2146,No,149885.0
2147,No,501.0
2148,Yes,179775.0
2149,No,4981.0
2150,Yes,262425.0
2151,No,1841.0
2152,Yes,54988.0
2153,Yes,48454.0
2154,No,3691.0
2155,Yes,60969.0
2156,No,16075.0
2157,Yes,268435.0
2158,Yes,300415.0
2159,Yes,69948.0
2160,No,27325.0
2161,Yes,54839.0
2162,Yes,123365.0
2163,Yes,5279.0
2164,Yes,49859.0
2165,No,125835.0
2166,No,1114.0
2167,No,4395.0
2168,No,3081.0
2169,No,38365.0
2170,No,25559.0
2171,Yes,12842.0
2172,Yes,75503.0
2173,Yes,111005.0
2174,No,996.0
2175,Yes,670715.0
2176,Yes,41644.0
2177,Yes,587375.0
2178,No,10925.0
2179,No,17925.0
2180,Yes,133815.0
2181,Yes,8624.0
2182,Yes,856475.0
2183,No,9262.0
2184,Yes,17182.0
2185,Yes,595685.0
2186,No,913.0
2187,Yes,482445.0
2188,No,123865.0
2189,No,795.0
2190,Yes,6722.0
2191,Yes,3822.0
2192,Yes,42646.0
2193,Yes,10707.0
2194,Yes,134585.0
2195,No,104525.0
2196,No,300355.0
2197,Yes,46755.0
2198,Yes,75375.0
2199,Yes,74821.0
2200,No,334315.0
2201,Yes,542705.0
2202,Yes,5871.0
2203,Yes,1008.0
2204,Yes,16115.0
2205,No,70285.0
2206,Yes,52329.0
2207,No,22585.0
2208,Yes,2747.0
2209,No,118095.0
2210,Yes,33702.0
2211,No,71113.0
2212,Yes,595885.0
2213,Yes,599985.0
2214,No,164845.0
2215,Yes,575325.0
2216,Yes,44929.0
2217,Yes,39567.0
2218,No,262555.0
2219,Yes,12334.0
2220,No,1309.0
2221,Yes,81345.0
2222,Yes,11088.0
2223,Yes,734935.0
2224,Yes,2942.0
2225,Yes,9292.0
2226,No,740.0
2227,Yes,7545.0
2228,No,38833.0
2229,Yes,14142.0
2230,Yes,32112.0
2231,No,3716.0
2232,Yes,12464.0
2233,No,9585.0
2234,Yes,25457.0
2235,Yes,644885.0
2236,Yes,14689.0
2237,Yes,10136.0
2238,Yes,669075.0
2239,No,208875.0
2240,Yes,724065.0
2241,Yes,10245.0
2242,No,83025.0
2243,Yes,15887.0
2244,No,8293.0
2245,No,30245.0
2246,No,71225.0
2247,Yes,133665.0
2248,Yes,536075.0
2249,Yes,673505.0
2250,No,512.0
2251,No,1010.0
2252,No,484705.0
2253,No,30197.0
2254,No,16165.0
2255,No,21755.0
2256,Yes,258375.0
2257,No,14605.0
2258,No,56745.0
2259,No,771125.0
2260,No,138475.0
2261,Yes,548125.0
2262,Yes,81242.0
2263,No,8273.0
2264,No,709.0
2265,No,22095.0
2266,No,36736.0
2267,No,4985.0
2268,Yes,57665.0
2269,Yes,23313.0
2270,Yes,745.0
2271,Yes,449565.0
2272,No,69412.0
2273,No,34035.0
2274,No,17899.0
2275,No,90855.0
2276,No,104335.0
2277,Yes,682215.0
2278,No,7155.0
2279,No,15755.0
2280,Yes,50292.0
2281,Yes,5817.0
2282,Yes,73182.0
2283,No,42045.0
2284,Yes,75767.0
2285,Yes,6334.0
2286,No,32165.0
2287,Yes,4965.0
2288,Yes,61519.0
2289,No,12539.0
2290,No,2515.0
2291,No,452.0
2292,Yes,589315.0
2293,Yes,542065.0
2294,No,262735.0
2295,Yes,503755.0
2296,Yes,74375.0
2297,Yes,65896.0
2298,No,9245.0
2299,Yes,673315.0
2300,Yes,3410.0
2301,No,19985.0
2302,Yes,5933.0
2303,Yes,72884.0
2304,No,52298.0
2305,No,44648.0
2306,Yes,506805.0
2307,No,40185.0
2308,Yes,445185.0
2309,Yes,668895.0
2310,Yes,26611.0
2311,No,7305.0
2312,Yes,121165.0
2313,Yes,703065.0
2314,Yes,10202.0
2315,Yes,559765.0
2316,No,62233.0
2317,No,102465.0
2318,No,29332.0
2319,Yes,12583.0
2320,Yes,829.0
2321,Yes,77896.0
2322,Yes,2067.0
2323,Yes,345255.0
2324,No,546895.0
2325,Yes,180215.0
2326,Yes,73355.0
2327,Yes,302145.0
2328,Yes,368785.0
2329,Yes,139115.0
2330,No,27435.0
2331,Yes,121405.0
2332,No,551065.0
2333,Yes,132285.0
2334,No,197375.0
2335,Yes,21963.0
2336,Yes,784355.0
2337,No,32119.0
2338,Yes,13015.0
2339,No,69235.0
2340,No,855.0
2341,Yes,68494.0
2342,Yes,20395.0
2343,Yes,21172.0
2344,Yes,656585.0
2345,No,42475.0
2346,No,330685.0
2347,No,1689.0
2348,No,2538.0
2349,Yes,1974.0
2350,Yes,38382.0
2351,No,206515.0
2352,Yes,506445.0
2353,Yes,114005.0
2354,Yes,244745.0
2355,Yes,12639.0
2356,No,4595.0
2357,Yes,183815.0
2358,No,4475.0
2359,Yes,1185.0
2360,No,17439.0
2361,No,7015.0
2362,No,8555.0
2363,Yes,85295.0
2364,No,654945.0
2365,Yes,78065.0
2366,No,257.0
2367,Yes,62873.0
2368,Yes,325185.0
2369,No,506.0
2370,Yes,790425.0
2371,No,72995.0
2372,No,265405.0
2373,Yes,241655.0
2374,Yes,352075.0
2375,Yes,596995.0
2376,No,2268.0
2377,No,108275.0
2378,Yes,56575.0
2379,Yes,437075.0
2380,No,9005.0
2381,Yes,21694.0
2382,No,5506.0
2383,No,5545.0
2384,Yes,630085.0
2385,Yes,16005.0
2386,No,4366.0
2387,No,178135.0
2388,Yes,3467.0
2389,No,55525.0
2390,Yes,28355.0
2391,Yes,359125.0
2392,No,8835.0
2393,Yes,6375.0
2394,Yes,61715.0
2395,No,87025.0
2396,No,60125.0
2397,No,11165.0
2398,Yes,60461.0
2399,Yes,39238.0
2400,Yes,7773.0
2401,No,51245.0
2402,Yes,14145.0
2403,No,29445.0
2404,Yes,89215.0
2405,Yes,168205.0
2406,Yes,33989.0
2407,No,498485.0
2408,Yes,14453.0
2409,Yes,30555.0
2410,Yes,5079.0
2411,Yes,364045.0
2412,No,267345.0
2413,No,3898.0
2414,No,240105.0
2415,No,65155.0
2416,Yes,1561.0
2417,No,279635.0
2418,No,7005.0
2419,No,40705.0
2420,No,6465.0
2421,No,51125.0
2422,Yes,64605.0
2423,No,359.0
2424,No,377715.0
2425,Yes,490315.0
2426,No,165385.0
2427,No,475.0
2428,Yes,13063.0
2429,No,4636.0
2430,Yes,6065.0
2431,No,82485.0
2432,No,209465.0
2433,No,4389.0
2434,No,8473.0
2435,Yes,32975.0
2436,Yes,67455.0
2437,No,16255.0
2438,No,54695.0
2439,Yes,788725.0
2440,No,318665.0
2441,Yes,197235.0
2442,No,152735.0
2443,No,49055.0
2444,No,15314.0
2445,Yes,68325.0
2446,Yes,805885.0
2447,Yes,28474.0
2448,No,11339.0
2449,No,171915.0
2450,No,4617.0
2451,Yes,116045.0
2452,Yes,51998.0
2453,Yes,51633.0
2454,No,1623.0
2455,Yes,88335.0
2456,No,13415.0
2457,No,7045.0
2458,Yes,65945.0
2459,No,7715.0
2460,No,3525.0
2461,Yes,120505.0
2462,Yes,49179.0
2463,Yes,201.0
2464,No,5993.0
2465,Yes,173315.0
2466,Yes,51495.0
2467,Yes,46771.0
2468,Yes,1193.0
2469,No,48491.0
2470,No,542425.0
2471,Yes,58789.0
2472,No,24485.0
2473,No,22075.0
2474,Yes,42612.0
2475,Yes,557475.0
2476,Yes,150175.0
2477,Yes,8975.0
2478,Yes,45412.0
2479,Yes,2555.0
2480,No,1072.0
2481,Yes,250925.0
2482,No,144075.0
2483,No,171565.0
2484,Yes,533335.0
2485,No,389535.0
2486,Yes,8699.0
2487,Yes,70685.0
2488,Yes,51225.0
2489,No,263605.0
2490,Yes,81475.0
2491,No,81641.0
2492,No,3886.0
2493,Yes,9345.0
2494,Yes,138985.0
2495,No,289455.0
2496,Yes,40256.0
2497,Yes,13544.0
2498,No,18564.0
2499,Yes,926.0
2500,No,1892.0
2501,Yes,6821.0
2502,Yes,17787.0
2503,Yes,18162.0
2504,No,706925.0
2505,Yes,18412.0
2506,No,7425.0
2507,Yes,26567.0
2508,Yes,168945.0
2509,Yes,105475.0
2510,No,218755.0
2511,No,733405.0
2512,No,15812.0
2513,No,695.0
2514,No,240485.0
2515,Yes,17145.0
2516,Yes,283945.0
2517,Yes,313275.0
2518,Yes,394245.0
2519,Yes,8734.0
2520,No,152965.0
2521,Yes,69916.0
2522,No,194.0
2523,No,8033.0
2524,No,6793.0
2525,No,27915.0
2526,No,715.0
2527,Yes,16816.0
2528,No,40162.0
2529,Yes,328165.0
2530,Yes,73171.0
2531,Yes,647445.0
2532,No,67635.0
2533,Yes,132585.0
2534,Yes,165485.0
2535,No,779595.0
2536,Yes,395245.0
2537,No,249515.0
2538,No,123025.0
2539,Yes,87675.0
2540,Yes,426345.0
2541,No,199295.0
2542,No,19821.0
2543,No,5627.0
2544,No,337.0
2545,Yes,10901.0
2546,No,22745.0
2547,Yes,125085.0
2548,No,372.0
2549,No,8927.0
2550,No,48775.0
2551,Yes,371395.0
2552,No,1417.0
2553,No,6782.0
2554,Yes,84253.0
2555,No,41548.0
2556,Yes,706165.0
2557,Yes,336455.0
2558,No,265525.0
2559,No,142545.0
2560,Yes,3325.0
2561,Yes,596395.0
2562,Yes,57429.0
2563,Yes,27885.0
2564,Yes,187185.0
2565,Yes,286645.0
2566,Yes,430365.0
2567,Yes,1753.0
2568,No,5475.0
2569,No,375905.0
2570,No,61765.0
2571,Yes,59351.0
2572,No,946.0
2573,Yes,29113.0
2574,No,98295.0
2575,No,29745.0
2576,No,1987.0
2577,No,127565.0
2578,No,4003.0
2579,Yes,37916.0
2580,No,8133.0
2581,Yes,78025.0
2582,No,5529.0
2583,No,40825.0
2584,No,2318.0
2585,Yes,219115.0
2586,Yes,56117.0
2587,No,24625.0
2588,Yes,129615.0
2589,Yes,708285.0
2590,Yes,566225.0
2591,Yes,121545.0
2592,Yes,785415.0
2593,No,525.0
2594,No,52652.0
2595,No,701.0
2596,Yes,712945.0
2597,Yes,726695.0
2598,No,84967.0
2599,No,287875.0
2600,No,2613.0
2601,No,32056.0
2602,No,6975.0
2603,Yes,27925.0
2604,Yes,628145.0
2605,No,11313.0
2606,Yes,7382.0
2607,Yes,113705.0
2608,No,802.0
2609,Yes,634145.0
2610,No,66972.0
2611,Yes,2608.0
2612,No,196.0
2613,Yes,50545.0
2614,No,365545.0
2615,No,12998.0
2616,Yes,556485.0
2617,Yes,13818.0
2618,No,1881.0
2619,Yes,107705.0
2620,No,49224.0
2621,Yes,29115.0
2622,No,8261.0
2623,No,834.0
2624,No,1407.0
2625,Yes,53778.0
2626,Yes,66545.0
2627,No,36171.0
2628,Yes,66435.0
2629,Yes,848.0
2630,No,15593.0
2631,Yes,79876.0
2632,Yes,154735.0
2633,No,542685.0
2634,No,112735.0
2635,No,21428.0
2636,No,28785.0
2637,Yes,404565.0
2638,No,275785.0
2639,No,600.0
2640,No,198.0
2641,No,453445.0
2642,No,409.0
2643,No,20949.0
2644,Yes,15848.0
2645,No,130265.0
2646,No,22385.0
2647,No,5555.0
2648,Yes,543775.0
2649,Yes,9075.0
2650,No,36565.0
2651,No,220915.0
2652,No,191215.0
2653,Yes,25555.0
