customerid,Unnamed: 0,partner,tenure,monthlycharges,totalcharges
4883-QICIH,1043,Yes,32,69.75,2347.9
3524-WQDSG,1045,Yes,43,99.3,4209.95
0810-DHDBD,1046,No,52,74.0,3877.65
7013-PSXHK,1052,No,40,80.75,3208.65
5981-ITEMU,1054,Yes,40,97.1,3706.95
0376-YMCJC,1059,No,23,90.6,1943.2
4829-ZLJTK,1061,Yes,72,112.4,8046.85
1730-VFMWO,1062,Yes,34,50.2,1815.3
3800-LYTRK,1064,No,14,55.7,795.15
0634-SZPQA,1065,No,23,90.05,2169.8
7030-NJVDP,1067,Yes,24,89.25,2210.2
5536-RTPWK,1068,Yes,49,99.05,4853.75
8883-GRDWQ,1069,No,20,54.0,1055.9
7771-ZONAT,1072,No,22,56.75,1304.85
4194-WHFCB,1075,Yes,59,96.65,5580.8
4361-BKAXE,1077,No,41,114.5,4527.45
9845-PEEKO,1078,No,59,79.2,4590.35
1751-NCDLI,1081,Yes,46,98.85,4564.9
4441-NIHPT,1085,No,13,74.3,940.35
8999-BOHSE,1086,No,11,89.7,1047.7
7241-AJHFS,1087,No,32,87.65,2766.4
7029-RPUAV,1088,Yes,17,100.45,1622.45
4546-FOKWR,1089,No,16,74.75,1129.35
9036-CSKBW,1090,No,51,107.45,5680.9
5832-TRLPB,1091,No,29,75.35,2243.9
8590-YFFQO,1092,Yes,70,64.95,4523.25
8659-IOOPU,1093,Yes,71,100.45,7159.7
1338-CECEE,1094,Yes,41,68.5,2839.95
4607-CHPCA,1097,Yes,25,90.4,2178.6
9742-XOKTS,1098,Yes,67,89.55,6038.55
7722-CVFXN,1103,Yes,54,105.2,5637.85
4159-NAAIX,1106,No,63,97.45,6253
3391-JSQEW,1109,Yes,40,50.15,2058.5
2176-LVPNX,1112,No,71,89.85,6293.45
7627-JKIAZ,1113,Yes,37,78.95,2839.65
3312-UUMZW,1114,Yes,32,98.85,3145.9
1271-UODNO,1115,No,39,53.85,2200.7
6900-RBKER,1117,No,52,89.45,4577.75
6891-JPYFF,1118,Yes,48,105.25,4997.5
1459-QNFQT,1119,Yes,70,59.5,4144.8
1047-NNCBF,1120,No,20,70.55,1493.55
3696-XRIEN,1121,No,50,82.5,4179.1
0074-HDKDG,1123,Yes,25,61.6,1611
8111-SLLHI,1125,Yes,39,105.65,4284.8
9330-DHBFL,1127,Yes,23,66.25,1533.8
3452-ABWRL,1129,No,47,86.05,3865.6
8257-RZAHR,1131,Yes,14,64.7,941
5293-WXJAK,1132,Yes,11,104.05,1133.65
2208-NQBCT,1134,Yes,26,81.95,2070.05
1779-PWPMG,1135,Yes,72,114.65,8333.95
0774-IFUVM,1138,Yes,11,65.15,723.35
9553-DLCLU,1140,No,13,88.95,1161.75
2460-NGXBJ,1142,Yes,11,75.2,775.3
2446-ZKVAF,1143,Yes,18,56.8,1074.65
3522-CDKHF,1145,Yes,32,75.5,2324.7
8844-TONUD,1149,Yes,13,96.65,1162.85
8777-PVYGU,1153,Yes,52,64.3,3410.6
6870-ZWMNX,1155,Yes,70,76.1,5264.25
5268-DSMNQ,1157,Yes,62,97.95,5936.55
5334-JLAXU,1158,Yes,60,94.1,5475.9
6242-MBHPK,1160,Yes,23,95.1,2326.05
9359-UGBTK,1162,No,67,72.35,4991.5
0135-NMXAP,1163,No,12,89.75,1052.4
4782-OSFXZ,1164,Yes,71,82.7,5831.2
4189-NAKJS,1167,No,26,51.55,1295.4
9127-FHJBZ,1170,Yes,72,114.0,8093.15
6270-OMFIW,1171,Yes,60,94.4,5610.25
1641-RQDAY,1172,Yes,32,100.4,3217.65
6994-ORCWG,1174,No,14,54.25,773.2
1346-UFHAX,1175,No,13,80.0,1029.35
2933-XEUJM,1177,No,46,79.2,3593.8
0125-LZQXK,1178,No,15,101.35,1553.95
5461-QKNTN,1179,Yes,43,94.3,3953.15
8399-YNDCH,1181,No,21,60.05,1236.15
3164-YAXFY,1182,No,57,53.75,3196
0887-WBJVH,1183,Yes,53,93.45,4872.2
4660-IRIBM,1184,Yes,18,87.9,1500.5
7670-ZBPOQ,1186,Yes,58,61.05,3478.75
8089-UZWLX,1187,No,71,104.05,7413.55
0080-OROZO,1188,No,35,99.25,3532
6807-SIWJI,1190,No,38,104.85,3887.25
8221-HVAYI,1191,Yes,35,69.15,2490.15
5232-NXPAY,1193,No,47,74.45,3510.3
8967-SZQAS,1194,No,14,50.45,765.45
4468-KAZHE,1195,Yes,20,60.0,1259.35
0455-ENTCR,1196,Yes,66,85.25,5538.35
7126-RBHSD,1199,Yes,17,78.9,1348.95
5370-IIVVL,1200,No,37,104.5,3778
3927-NLNRY,1202,Yes,53,94.25,4867.95
8268-YDIXR,1209,Yes,56,93.15,5253.95
9824-BEMCV,1210,Yes,17,69.0,1149.65
1373-ORVIZ,1211,Yes,11,66.35,740.8
9866-QEVEE,1214,No,19,86.0,1532.45
7979-CORPM,1218,No,24,90.55,2282.55
2294-DMMUS,1219,Yes,62,70.45,4300.45
0872-JCPIB,1220,No,17,65.75,1111.2
9091-WTUUY,1222,Yes,64,69.25,4447.75
8496-DMZUK,1227,No,30,90.4,2820.65
2040-VZIKE,1228,Yes,49,100.85,4847.35
9068-VPWQQ,1229,Yes,61,75.35,4729.3
0178-SZBHO,1230,Yes,47,87.2,4017.45
0384-RVBPI,1231,No,20,64.4,1398.6
1689-MRZQR,1232,Yes,34,78.3,2564.3
4525-VZCZG,1234,No,54,105.85,5826.65
1543-LLLFT,1235,Yes,61,98.3,6066.55
5565-FILXA,1238,No,16,96.15,1529.2
0096-FCPUF,1241,No,30,64.5,1888.45
6507-ZJSUR,1245,Yes,23,90.45,2117.25
9408-HRXRK,1246,Yes,45,105.15,4730.9
5593-SUAOO,1247,Yes,24,83.15,2033.05
7321-PKUYW,1248,No,11,90.15,987.95
6766-HFKLA,1250,Yes,56,103.2,5744.35
9220-ZNKJI,1254,Yes,55,88.8,4805.3
2226-ICFDO,1256,Yes,72,85.9,6110.75
4187-CINZD,1259,No,46,95.25,4424.2
6625-UTXEW,1262,Yes,12,51.25,612.1
6818-WOBHJ,1263,Yes,68,89.6,6127.6
6244-BESBM,1264,Yes,69,95.2,6671.7
1004-NOZNR,1265,No,56,94.8,5264.3
2612-PHGOX,1267,Yes,64,76.1,4818.8
2408-TZMJL,1268,Yes,59,110.15,6448.05
8480-PPONV,1269,Yes,62,115.55,7159.05
4598-ZADCK,1271,No,53,53.6,2879.2
9681-KYGYB,1273,Yes,49,88.2,4159.45
7182-OVLBJ,1274,Yes,62,101.15,6638.35
5095-ETBRJ,1275,Yes,55,56.8,3112.05
7005-CYUIL,1276,Yes,71,99.4,7168.25
4730-AWNAU,1278,Yes,36,60.7,2234.55
2388-LAESQ,1280,Yes,72,114.85,8317.95
4389-UEFCZ,1283,Yes,72,105.5,7544
8800-ZKRFW,1287,Yes,30,107.5,3242.5
9968-FFVVH,1289,No,63,68.8,4111.35
3108-PCCGG,1290,Yes,72,84.45,5899.85
8390-FESFV,1292,No,62,84.5,5193.2
3022-BEXHZ,1293,Yes,67,111.2,7530.8
6248-TKCQV,1295,Yes,70,80.6,5460.2
6729-GDNGC,1296,No,20,80.7,1614.2
5989-OMNJE,1298,Yes,24,57.6,1367.75
1291-CUOCY,1300,Yes,72,110.6,7962.2
9795-SHUHB,1301,Yes,66,58.2,3810.8
3230-IUALN,1302,Yes,45,81.0,3533.6
8519-IMDHU,1304,Yes,15,85.6,1345.55
4945-RVMTE,1305,No,28,59.55,1646.45
0201-OAMXR,1306,No,70,115.55,8127.6
1866-NXPSP,1307,No,36,75.55,2680.15
3372-KWFBM,1308,No,16,86.6,1281
7831-QGOXH,1309,No,18,85.2,1553.9
6393-WRYZE,1310,Yes,34,97.65,3207.55
1661-CZBAU,1312,No,48,70.95,3629.2
6599-RCLCJ,1313,Yes,47,109.55,5124.55
9831-BPFRI,1314,Yes,39,89.55,3474.45
8947-YRTDV,1320,Yes,32,94.8,3131.55
3161-ONRWK,1321,Yes,60,65.85,3928.3
6682-VCIXC,1326,Yes,43,51.25,2151.6
4791-QRGMF,1327,Yes,59,99.5,5961.1
6475-VHUIZ,1328,Yes,23,54.25,1221.55
0661-WCQNQ,1330,Yes,22,56.25,1292.2
3733-LSYCE,1336,Yes,15,75.35,1114.55
3838-OZURD,1339,Yes,66,105.0,7133.25
7690-KPNCU,1343,Yes,64,73.05,4688.65
2293-IJWPS,1345,Yes,57,100.75,5985
2845-HSJCY,1346,Yes,14,87.25,1258.6
4102-HLENU,1350,Yes,67,65.65,4322.85
7722-VJRQD,1352,Yes,72,60.95,4549.05
9415-DPEWS,1354,No,18,88.35,1639.3
7130-YXBRO,1357,Yes,48,111.45,5315.1
3793-MMFUH,1360,No,13,95.05,1290
3084-DOWLE,1363,Yes,72,92.0,6474.4
1084-MNSMJ,1364,Yes,51,85.5,4421.95
4238-HFHSN,1367,Yes,61,82.15,4904.85
6250-CGGUN,1368,No,54,84.4,4484.05
5478-JJVZK,1369,No,33,60.9,2033.85
9793-WECQC,1372,No,23,95.3,2192.9
8999-YPYBV,1374,Yes,45,84.35,3858.05
3071-MVJCD,1377,Yes,72,82.3,5815.15
1697-BCSHV,1378,Yes,58,66.8,3970.4
1131-SUEKT,1380,Yes,61,98.45,6145.2
4704-ERYFC,1384,Yes,22,69.25,1554
9432-RUVSL,1385,No,48,102.5,4904.25
8060-HIWJJ,1386,No,64,86.55,5632.55
9089-UOWJG,1388,Yes,12,58.35,740.55
8621-MNIHH,1389,Yes,34,94.25,3217.55
8039-ACLPL,1390,Yes,72,68.75,4888.2
9885-AIBVB,1391,Yes,29,85.8,2440.25
2272-JKMSI,1394,Yes,62,110.8,6840.95
0471-LVHGK,1395,Yes,41,73.0,3001.2
9518-RWHZL,1396,No,64,100.05,6254.2
3569-EDBPQ,1398,No,24,84.35,1938.05
5678-VFNEQ,1408,Yes,71,104.1,7412.25
5977-CKHON,1409,Yes,43,92.55,4039
2692-BUCFV,1411,No,29,101.45,2948.6
7861-UVUFT,1412,Yes,15,84.3,1308.4
1830-GGFNM,1413,Yes,65,94.55,6078.75
5302-BDJNT,1414,No,35,95.5,3418.2
5223-UZAVK,1415,No,64,100.3,6603.8
4859-ZSRDZ,1416,Yes,58,55.5,3166.9
9350-VLHMB,1418,Yes,67,89.55,6373.1
8785-CJSHH,1420,Yes,60,99.8,5985.75
3870-SPZSI,1422,Yes,70,113.05,7869.05
0680-DFNNY,1423,Yes,15,101.1,1504.05
7077-XJMET,1425,Yes,12,74.15,741.4
8752-GHJFU,1426,Yes,71,92.0,6585.2
6896-SRVYQ,1427,No,44,73.85,3122.4
6718-BDGHG,1431,Yes,43,64.85,2908.2
1571-SAVHK,1434,No,12,99.95,1132.75
9052-VKDUW,1435,Yes,65,109.4,7227.45
5777-KJIRB,1438,No,40,50.25,2023.55
2480-EJWYP,1441,Yes,58,97.8,5458.8
3253-HKOKL,1442,Yes,52,100.3,5244.45
5514-YQENT,1444,No,41,111.15,4507.15
3211-AAPKX,1445,No,20,98.55,2031.95
6890-PFRQX,1451,No,18,69.5,1199.4
5899-OUVKV,1453,No,31,94.5,2979.2
1621-YNCJH,1455,Yes,36,106.05,3834.4
3473-XIIIT,1456,Yes,16,100.0,1534.75
6362-QHAFM,1457,Yes,42,108.3,4586.15
3070-BDOQC,1459,No,60,99.65,5941.05
6234-PFPXL,1461,Yes,22,95.9,2234.95
8970-ANWXO,1467,No,23,73.75,1756.6
9480-BQJEI,1468,No,62,92.3,5731.45
5394-SVGJV,1469,No,37,98.8,3475.55
9777-WJJPR,1471,Yes,31,88.65,2683.2
9283-LZQOH,1472,Yes,13,74.4,896.75
7079-QRCBC,1473,No,24,98.75,2407.3
9495-SKLKD,1474,Yes,45,95.95,4456.65
6048-UWKAL,1475,Yes,69,105.4,6998.95
5469-CTCWN,1477,Yes,61,106.0,6547.7
9851-QXEEQ,1478,No,41,104.7,4346.4
9242-TKFSV,1481,Yes,72,65.1,4754.3
9290-SHCMB,1482,No,13,96.85,1235.55
0743-HNPFG,1483,Yes,51,69.75,3562.5
2277-BKJKN,1484,Yes,71,99.2,7213.75
9809-IMGCQ,1485,No,22,96.7,2082.95
5035-PGZXH,1487,No,56,106.8,5914.4
6543-JXSOO,1489,Yes,23,57.75,1282.85
8016-ZMGMO,1490,Yes,66,70.85,4738.85
3254-YRILK,1492,No,19,88.2,1775.8
6416-YJTTB,1493,No,11,79.5,795.65
4472-VESGY,1495,Yes,52,98.15,4993.4
3128-YOVTD,1497,Yes,51,79.15,4018.55
0529-ONKER,1498,No,15,75.65,1146.65
1728-CXQBE,1499,Yes,64,94.25,6081.4
5724-BIDBU,1502,Yes,49,55.35,2633.95
0481-SUMCB,1503,No,45,102.15,4735.35
1769-GRUIK,1504,No,18,71.1,1247.75
8819-WFGGJ,1506,Yes,68,54.1,3794.5
2811-POVEX,1508,Yes,23,88.45,2130.55
1092-GANHU,1509,No,17,76.65,1313.55
7898-PDWQE,1510,Yes,71,80.4,5727.15
9314-IJWSQ,1512,Yes,14,84.8,1203.9
1921-KYSAY,1515,No,41,68.6,2877.05
6198-RTPMF,1516,Yes,17,92.6,1579.7
2924-KHUVI,1517,Yes,56,100.55,5514.95
9207-ZPANB,1521,No,37,67.45,2443.3
5766-XQXMQ,1522,No,29,68.85,1970.5
1656-DRSMG,1524,No,63,109.85,7002.95
8096-LOIST,1528,No,19,56.2,1093.4
8519-QJGJD,1533,No,14,75.35,1025.95
2882-WDTBA,1536,Yes,69,75.75,5388.15
2091-GPPIQ,1537,Yes,72,78.95,5730.15
2796-UUZZO,1540,Yes,63,80.3,4896.35
5193-QLVZB,1545,No,63,104.75,6536.5
2886-KEFUM,1547,Yes,63,107.5,6873.75
5522-NYKPB,1548,Yes,25,85.9,2199.05
2245-ADZFJ,1552,Yes,31,80.55,2471.6
7776-QGYJC,1553,Yes,39,81.5,3107.3
9651-GTSAQ,1555,Yes,53,106.1,5769.75
4672-FOTSD,1557,No,12,67.25,832.3
0637-YLETY,1558,No,16,95.6,1555.65
6968-GMKPR,1565,No,55,81.55,4509.5
4751-ERMAN,1566,Yes,72,75.4,5480.25
3292-PBZEJ,1568,No,11,111.4,1183.05
5014-WUQMG,1573,Yes,47,96.1,4391.45
2003-CKLOR,1575,No,66,99.5,6710.5
0993-OSGPT,1576,Yes,68,60.65,3975.9
9254-RBFON,1577,Yes,17,98.6,1704.95
9391-EOYLI,1579,Yes,12,80.45,950.2
7108-DGVUU,1580,Yes,21,71.7,1497.05
5127-BZENZ,1582,Yes,56,65.2,3512.15
9906-NHHVC,1584,No,65,53.5,3517.9
4522-XRWWI,1585,Yes,42,80.45,3375.9
3766-EJLFL,1586,Yes,68,109.05,7508.55
8152-UOBNY,1588,No,50,106.8,5347.95
8387-MOJJT,1592,Yes,42,77.95,3384
5327-CNLUQ,1597,Yes,48,96.9,4473.45
5816-JMLGY,1599,Yes,70,80.4,5717.85
2927-QRRQV,1601,Yes,46,94.65,4312.5
6032-KRXXO,1602,No,30,90.25,2755.35
7459-RRWQZ,1603,No,15,64.65,994.55
6265-SXWBU,1604,Yes,69,95.75,6511.25
6374-NTQLP,1606,Yes,72,104.1,7447.7
4154-AQUGT,1607,Yes,13,89.05,1169.35
3584-WKTTW,1609,Yes,51,111.55,5720.35
3399-BMLVW,1610,Yes,51,60.5,3121.45
1971-DTCZB,1611,Yes,72,90.95,6468.6
3092-IGHWF,1612,Yes,67,87.4,5918.8
3813-DHBBB,1614,Yes,67,50.95,3521.7
4939-KYYPY,1617,No,27,59.45,1611.65
8017-LXHFA,1618,No,23,94.75,2293.6
5930-GBIWP,1619,No,69,81.5,5553.25
6352-TWCAU,1621,No,35,86.45,3029.1
2361-UPSND,1622,Yes,46,70.6,3231.05
6035-RIIOM,1623,No,54,97.2,5129.45
2929-QNSRW,1624,Yes,56,98.25,5508.35
9504-DSHWM,1626,No,20,59.2,1191.2
5035-BVCXS,1627,No,11,75.9,866.4
6267-DCFFZ,1628,Yes,30,90.05,2627.2
3533-UVMOM,1629,Yes,68,70.95,4741.45
2439-LYPMQ,1630,Yes,38,102.6,4009.2
4248-QPAVC,1631,Yes,17,85.35,1463.45
1899-VXWXM,1632,No,48,106.1,5082.8
9995-HOTOH,1634,Yes,63,59.0,3707.6
8883-ANODQ,1638,Yes,68,84.4,5746.75
5980-BDHPY,1641,Yes,72,87.1,6230.1
9469-WEJBT,1643,Yes,37,90.35,3419.3
3331-HQDTW,1644,No,34,109.8,3587.25
9490-DFPMD,1645,No,42,84.65,3541.35
2581-VKIRT,1646,Yes,59,65.5,3801.3
5442-XSDCW,1647,Yes,11,79.5,868.5
7426-WEIJX,1648,Yes,60,80.95,4859.1
2851-MMUTZ,1649,No,27,56.15,1439.35
8189-HBVRW,1656,No,53,90.8,4921.2
1228-FZFRV,1658,Yes,50,105.95,5341.8
3500-NSDOA,1659,Yes,68,70.8,4859.95
3761-FLYZI,1661,Yes,65,108.8,7082.45
5364-XYIRR,1663,Yes,51,94.65,4812.75
4829-AUOAX,1664,No,46,96.05,4399.5
9659-QEQSY,1668,No,45,115.65,5125.5
1442-OKRJE,1671,Yes,66,103.15,7031.3
4737-AQCPU,1672,Yes,72,72.1,5016.65
9158-VCTQB,1673,Yes,41,113.6,4594.95
6311-UEUME,1675,No,29,78.9,2384.15
1060-ENTOF,1678,Yes,67,105.4,7035.6
9225-BZLNZ,1682,Yes,72,85.25,6083.1
4422-QVIJA,1684,No,35,50.15,1655.35
9365-SRSZE,1685,Yes,27,70.55,1943.9
6839-ITVZJ,1686,Yes,26,60.05,1616.15
5740-YHGTW,1690,Yes,70,97.55,6669.05
7359-WWYJV,1693,Yes,72,114.45,8375.05
4906-ZHGPK,1695,Yes,54,70.7,3770
3795-GWTRD,1697,Yes,63,75.55,4707.85
1298-PHBTI,1698,Yes,71,84.8,6152.4
6097-EQISJ,1701,Yes,66,102.45,6615.15
4423-YLHDV,1702,Yes,21,104.4,2200.25
4918-FYJNT,1705,Yes,55,90.45,5044.8
0727-BNRLG,1706,No,69,97.65,6743.55
3280-MRDOF,1709,No,30,69.1,2093.9
6303-KFWSL,1712,No,29,55.25,1620.2
1702-CCFNJ,1713,Yes,52,61.35,3169.55
8932-CZHRQ,1714,No,68,76.75,5233.25
9060-HJJRW,1722,No,51,56.4,2928.5
5935-FCCNB,1725,No,17,94.2,1608.15
5136-RGMZO,1727,No,31,71.05,2168.15
8345-MVDYC,1728,No,45,81.65,3618.7
8226-BXGES,1729,Yes,64,89.45,5692.65
9705-IOVQQ,1732,Yes,61,99.0,5969.3
2040-XBAVJ,1735,Yes,72,114.45,8100.55
8646-JCOMS,1738,Yes,66,90.55,6130.95
0106-GHRQR,1741,No,16,71.4,1212.1
8952-WCVCD,1744,Yes,41,104.45,4162.05
3963-RYFNS,1746,No,72,116.45,8013.55
1320-REHCS,1749,No,52,110.75,5832
4137-JOPHL,1750,No,50,89.7,4304.5
9436-ZBZCT,1751,No,14,89.95,1178.4
2057-BOYKM,1753,Yes,72,96.6,6827.5
3658-QQJYD,1754,No,62,74.3,4698.05
1803-BGNBD,1755,No,12,54.3,654.5
0134-XWXCE,1756,No,44,74.85,3268.05
6950-TWMYB,1757,Yes,54,79.95,4362.05
2511-MORQY,1760,Yes,50,54.9,2614.1
9470-XCCEM,1762,Yes,35,89.65,3161.6
3902-MIVLE,1764,Yes,63,75.7,4676.7
0409-WTMPL,1765,Yes,58,110.65,6526.65
3669-WHAFY,1767,Yes,71,115.15,8078.1
3055-VTCGS,1768,No,63,58.55,3503.5
3144-KMTWZ,1769,Yes,71,93.25,6669.45
7279-BUYWN,1770,No,41,113.2,4689.5
7156-MHUGY,1771,No,13,90.5,1201.15
2307-FYNNL,1775,No,65,109.05,7108.2
2155-AMQRX,1777,No,28,54.9,1505.15
2519-LBNQL,1781,Yes,60,104.35,6339.45
8623-ULFNQ,1782,No,26,66.05,1652.4
1568-LJSZU,1785,Yes,68,92.2,6392.85
7530-HDYDS,1786,No,38,84.25,3264.5
7789-HKSBS,1787,Yes,42,105.2,4599.15
3096-IZETN,1790,No,12,78.1,947.3
2348-KCJLT,1791,Yes,44,61.5,2722.2
8401-EMUWF,1792,Yes,42,69.4,3058.3
5377-NDTOU,1794,Yes,71,91.05,6293.75
5922-ABDVO,1795,Yes,19,89.65,1761.05
2474-LCNUE,1796,Yes,23,73.65,1642.75
2178-PMGCJ,1801,No,22,69.7,1490.4
2773-MADBQ,1803,No,36,53.1,1901.25
7860-KSUGX,1805,Yes,72,64.45,4720
4816-LXZYW,1808,No,23,79.15,1676.95
9606-PBKBQ,1809,Yes,32,85.0,2642.05
5149-QYTTU,1810,Yes,71,95.15,6770.85
2070-XYMFH,1811,No,23,79.35,1835.3
2085-BOJKI,1812,Yes,17,96.65,1588.25
5663-QBGIS,1817,Yes,72,98.35,6929.4
4450-MDZFX,1818,Yes,60,74.35,4453.3
6701-DHKWQ,1819,Yes,61,51.35,3244.4
3536-IQCTX,1821,Yes,32,85.3,2661.1
4911-BANWH,1822,No,31,86.55,2697.4
8496-EJAUI,1823,No,19,73.85,1424.5
5423-BHIXO,1825,No,32,54.2,1739.6
6908-VVYHM,1826,Yes,65,90.65,5931
2959-EEXWB,1827,Yes,45,50.9,2333.85
3402-XRIUO,1831,Yes,22,63.55,1381.8
6365-MTGZX,1836,No,24,96.0,2122.45
8058-DMYRU,1838,No,54,90.05,4931.8
6990-YNRIO,1840,Yes,65,108.65,6937.95
6959-GQEGV,1842,No,45,75.95,3273.8
1265-HVPZB,1844,Yes,59,66.4,3958.2
3537-RYBHH,1850,Yes,47,67.45,3252
4510-PYUSH,1856,No,38,57.15,2250.65
9359-JANWS,1857,Yes,65,58.9,3857.1
7517-SAWMO,1858,Yes,19,73.2,1441.1
4143-HHPMK,1859,No,52,85.35,4338.6
0523-VNGTF,1862,No,52,50.5,2566.3
7105-MXJLL,1864,Yes,26,60.7,1597.4
7064-FRRSW,1865,No,48,99.0,4744.35
7940-UQQUG,1866,Yes,64,104.4,6721.6
3062-ICYZQ,1871,Yes,51,93.8,4539.35
0973-KYVNF,1873,Yes,72,70.65,5011.15
5129-HHMZC,1874,Yes,43,86.45,3574.5
9637-CDTKZ,1875,Yes,72,114.1,8086.4
3946-JEWRQ,1876,Yes,47,95.2,4563
7873-CVMAW,1877,No,72,88.55,6362.35
5832-EXGTT,1882,Yes,29,60.2,1834.15
8840-DQLGN,1883,Yes,35,100.5,3653.35
2039-JONDJ,1884,No,27,55.45,1477.65
7217-JYHOQ,1885,Yes,24,70.3,1706.45
6695-FRVEC,1886,Yes,67,60.4,3953.7
4547-LYTDD,1887,No,16,72.65,1194.3
9894-QMIMJ,1888,No,23,55.8,1327.85
3466-WAESX,1893,No,16,69.1,1083.7
3638-VBZTA,1895,No,68,86.5,5882.75
7459-IMVYU,1896,No,38,69.95,2657.55
7776-QWNFX,1897,Yes,30,50.4,1527.5
8563-OYMQY,1899,No,17,90.95,1612.2
1951-IEYXM,1902,Yes,72,90.6,6441.85
3143-ILDAL,1904,No,56,94.45,5124.6
5668-MEISB,1911,Yes,72,106.1,7657.4
7188-CBBBA,1913,No,65,95.5,6153.85
3221-CJMSG,1915,No,24,51.1,1269.6
4720-VSTSI,1916,No,44,84.8,3862.55
3219-JQRSL,1917,Yes,72,89.1,6352.4
2801-NISEI,1918,No,24,54.95,1348.5
6732-VAILE,1921,Yes,70,85.95,5931.75
8201-AAXCB,1922,Yes,25,60.35,1404.65
1845-CSBRZ,1924,Yes,22,85.35,1961.6
2123-VSCOT,1925,Yes,59,72.1,4194.85
6651-AZVTJ,1926,Yes,49,99.8,4872.45
4566-GOLUK,1927,Yes,47,107.35,5118.95
7409-JURKQ,1931,Yes,53,111.8,5809.75
2239-CGBUZ,1936,Yes,51,60.5,3145.15
4890-VMUAV,1940,No,63,71.5,4576.3
7449-HVPIV,1946,Yes,55,90.4,5099.15
5504-WSIUR,1947,No,70,90.25,6385.95
8466-PZBLH,1949,Yes,67,104.6,6885.75
9614-RMGHA,1950,Yes,65,91.85,5940.85
8735-IJJEG,1951,Yes,14,50.2,668.85
0564-MUUQK,1952,Yes,20,95.5,1916.2
0701-RFGFI,1955,Yes,49,95.4,4613.95
0019-EFAEP,1956,No,72,101.3,7261.25
5619-PTMIK,1957,Yes,46,53.1,2459.8
3737-XBQDD,1958,No,24,84.85,2048.8
5846-QFDFI,1960,Yes,33,88.6,2888.7
4445-KWOKW,1961,No,42,60.15,2421.6
3511-APPBJ,1962,No,23,99.95,2292.75
2430-RRYUW,1964,No,66,54.8,3465.7
3723-BFBGR,1966,No,24,54.8,1291.3
0565-IYCGT,1967,No,69,78.6,5356.45
5447-WZAFP,1968,No,53,100.3,5200.8
5110-CHOPY,1969,No,60,53.6,3237.05
7892-QVYKW,1972,Yes,23,85.6,1868.4
9675-ICXCT,1973,Yes,72,80.8,5728.55
1024-VRZHF,1974,Yes,11,74.95,825.7
5692-ICXLW,1977,No,31,90.7,2845.15
0602-DDUML,1978,No,57,69.75,3894.4
0348-SDKOL,1981,Yes,58,102.1,5885.4
7336-RLLRH,1983,Yes,27,80.85,2204.35
4373-MAVJG,1984,Yes,14,90.9,1259
7710-JSYOA,1986,Yes,69,93.3,6398.05
5419-KLXBN,1987,Yes,25,89.15,2257.75
3424-NMNBO,1988,Yes,58,108.85,6287.25
4514-GFCFI,1990,No,16,84.75,1350.15
0607-MVMGC,1991,Yes,45,78.75,3600.65
3365-SAIGS,1992,No,17,83.55,1329.15
9993-LHIEB,1996,Yes,67,67.85,4627.65
0266-CLZKZ,1997,Yes,67,105.65,6717.9
3858-VOBET,1999,No,23,74.95,1710.45
1447-PJGGA,2003,No,57,95.25,5464.65
8565-CLBZW,2004,No,24,89.85,2165.05
9139-WQQDY,2005,Yes,49,100.45,4941.8
7639-OPLNG,2009,Yes,70,79.25,5731.85
1492-QGCLU,2011,Yes,53,85.7,4616.1
6845-RGTYS,2012,Yes,47,98.75,4533.7
4418-LZMSV,2014,Yes,13,61.8,750.1
7694-VLBWQ,2019,Yes,67,104.1,7040.85
2546-KZAAT,2020,Yes,52,75.4,3865.45
0181-RITDD,2021,Yes,62,108.15,6825.65
5989-PGKJB,2022,No,16,86.25,1340.1
8272-ONJLV,2024,No,12,95.7,1184
1488-PBLJN,2025,Yes,72,116.85,8477.7
0308-GIQJT,2026,No,71,105.75,7382.85
6481-OGDOO,2029,Yes,67,90.6,6056.15
3753-TSEMP,2032,Yes,15,88.15,1390.6
9720-JJJOR,2034,Yes,41,60.3,2511.3
8100-HZZLJ,2035,No,43,63.95,2737.05
9172-JITSM,2038,Yes,26,90.8,2361.8
6298-QDFNH,2039,No,22,79.35,1730.35
7398-HPYZQ,2040,Yes,71,90.55,6404
7361-YPXFS,2042,No,28,64.45,1867.6
6557-BZXLQ,2043,No,16,69.65,1043.3
7519-JTWQH,2045,No,69,110.5,7455.45
9961-JBNMK,2048,No,21,96.8,2030.3
1170-SASML,2049,Yes,69,85.4,5869.4
2038-LLMLM,2052,No,48,103.85,4946.05
6173-ITPWD,2053,Yes,47,83.35,4065
1216-BGTSP,2055,No,45,108.45,4964.7
4138-NAXED,2056,No,51,81.0,4085.75
2189-UXTKY,2057,Yes,22,79.2,1742.75
0744-BIKKF,2058,No,72,86.65,6224.8
7483-IQWIB,2059,Yes,37,92.95,3415.25
5248-KWLAR,2060,Yes,71,90.35,6325.25
7833-PKIHD,2063,Yes,51,76.4,3966.3
5153-RTHKF,2065,No,34,85.35,2896.6
4832-VRBMR,2067,Yes,65,103.15,6792.45
9079-LWTFD,2068,No,47,100.75,4669.2
8624-GIOUT,2070,No,49,59.75,2934.3
3392-EHMNK,2071,Yes,67,94.1,6302.8
6179-GJPSO,2074,No,43,108.15,4600.7
